teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
aktor penopang pertumbuhan bisnis umkm pada kuartal pandemi covid yang cenderung terkendali ke,netral,aktor penopang pertumbuhan bisnis umkm pada kuartal pandemi covid yang cenderung terkendali ke,aktor penopang pertumbuhan bisnis umkm pada kuartal pandemi covid yang cenderung terkendali ke,"['aktor', 'penopang', 'pertumbuhan', 'bisnis', 'umkm', 'pada', 'kuartal', 'pandemi', 'covid', 'yang', 'cenderung', 'terkendali', 'ke']",<FreqDist with 13 samples and 13 outcomes>,"['aktor', 'penopang', 'pertumbuhan', 'bisnis', 'umkm', 'kuartal', 'pandemi', 'covid', 'cenderung', 'terkendali']","['aktor', 'penopang', 'pertumbuhan', 'bisnis', 'umkm', 'kuartal', 'pandemi', 'covid', 'cenderung', 'terkendali']","['aktor', 'topang', 'tumbuh', 'bisnis', 'umkm', 'kuartal', 'pandemi', 'covid', 'cenderung', 'kendali']"
al sabab penyakit kanker tautan medis dokter preferensi kegagalan organ mysterius or opinion,netral,al sabab penyakit kanker tautan medis dokter preferensi kegagalan organ mysterius or opinion,al sabab penyakit kanker tautan medis dokter preferensi kegagalan organ mysterius or opinion,"['al', 'sabab', 'penyakit', 'kanker', 'tautan', 'medis', 'dokter', 'preferensi', 'kegagalan', 'organ', 'mysterius', 'or', 'opinion']",<FreqDist with 13 samples and 13 outcomes>,"['al', 'sabab', 'penyakit', 'kanker', 'tautan', 'medis', 'dokter', 'preferensi', 'kegagalan', 'organ', 'mysterius', 'or', 'opinion']","['al', 'sabab', 'penyakit', 'kanker', 'tautan', 'medis', 'dokter', 'preferensi', 'kegagalan', 'organ', 'mysterius', 'atau', 'opinion']","['al', 'sabab', 'sakit', 'kanker', 'taut', 'medis', 'dokter', 'preferensi', 'gagal', 'organ', 'mysterius', 'atau', 'opinion']"
next year malaysia confirm sambung inflasi fly ni,netral,next year malaysia confirm sambung inflasi fly ni,next year malaysia confirm sambung inflasi fly ni,"['next', 'year', 'malaysia', 'confirm', 'sambung', 'inflasi', 'fly', 'ni']",<FreqDist with 8 samples and 8 outcomes>,"['next', 'year', 'malaysia', 'confirm', 'sambung', 'inflasi', 'fly']","['next', 'year', 'malaysia', 'confirm', 'sambung', 'inflasi', 'fly']","['next', 'year', 'malaysia', 'confirm', 'sambung', 'inflasi', 'fly']"
malam bahas berita tarik banget bisnis umkm tumbuh tengah kenaikan,netral,malam bahas berita tarik banget bisnis umkm tumbuh tengah kenaikan,malam bahas berita tarik banget bisnis umkm tumbuh tengah kenaikan,"['malam', 'bahas', 'berita', 'tarik', 'banget', 'bisnis', 'umkm', 'tumbuh', 'tengah', 'kenaikan']",<FreqDist with 10 samples and 10 outcomes>,"['malam', 'bahas', 'berita', 'tarik', 'banget', 'bisnis', 'umkm', 'tumbuh', 'kenaikan']","['malam', 'bahas', 'berita', 'tarik', 'banget', 'bisnis', 'umkm', 'tumbuh', 'kenaikan']","['malam', 'bahas', 'berita', 'tarik', 'banget', 'bisnis', 'umkm', 'tumbuh', 'naik']"
tingkat inflasi as turun nonton peluangnya mau sinyal indikator trading gratis,netral,tingkat inflasi as turun nonton peluangnya mau sinyal indikator trading gratis,tingkat inflasi as turun nonton peluangnya mau sinyal indikator trading gratis,"['tingkat', 'inflasi', 'as', 'turun', 'nonton', 'peluangnya', 'mau', 'sinyal', 'indikator', 'trading', 'gratis']",<FreqDist with 11 samples and 11 outcomes>,"['tingkat', 'inflasi', 'as', 'turun', 'nonton', 'peluangnya', 'sinyal', 'indikator', 'trading', 'gratis']","['tingkat', 'inflasi', 'as', 'turun', 'nonton', 'peluangnya', 'sinyal', 'indikator', 'trading', 'gratis']","['tingkat', 'inflasi', 'as', 'turun', 'nonton', 'peluang', 'sinyal', 'indikator', 'trading', 'gratis']"
sobat rupiah kembang indikator stabilitas nilai rupiahn oktober rupiah buka level,netral,sobat rupiah kembang indikator stabilitas nilai rupiahn oktober rupiah buka level,sobat rupiah kembang indikator stabilitas nilai rupiahn oktober rupiah buka level,"['sobat', 'rupiah', 'kembang', 'indikator', 'stabilitas', 'nilai', 'rupiahn', 'oktober', 'rupiah', 'buka', 'level']",<FreqDist with 10 samples and 11 outcomes>,"['sobat', 'rupiah', 'kembang', 'indikator', 'stabilitas', 'nilai', 'rupiahn', 'oktober', 'rupiah', 'buka', 'level']","['sobat', 'rupiah', 'kembang', 'indikator', 'stabilitas', 'nilai', 'rupiahn', 'oktober', 'rupiah', 'buka', 'level']","['sobat', 'rupiah', 'kembang', 'indikator', 'stabilitas', 'nilai', 'rupiahn', 'oktober', 'rupiah', 'buka', 'level']"
terbaik yb rakyat rindukan yb yang mudah di approach rakyat marhaen diri saya  sewtu dengaya jom siapkan diri untuk menghadapi kegawatan ekonomii tahun depan jadikan simpanan kita kalis inflasi bersama publicgold,netral,terbaik yb rakyat rindukan yb yang mudah di approach rakyat marhaen diri saya  sewtu dengaya jom siapkan diri untuk menghadapi kegawatan ekonomii tahun depan jadikan simpanan kita kalis inflasi bersama publicgold,terbaik yb rakyat rindukan yb yang mudah di approach rakyat marhaen diri saya sewtu dengaya jom siapkan diri untuk menghadapi kegawatan ekonomii tahun depan jadikan simpanan kita kalis inflasi bersama publicgold,"['terbaik', 'yb', 'rakyat', 'rindukan', 'yb', 'yang', 'mudah', 'di', 'approach', 'rakyat', 'marhaen', 'diri', 'saya', 'sewtu', 'dengaya', 'jom', 'siapkan', 'diri', 'untuk', 'menghadapi', 'kegawatan', 'ekonomii', 'tahun', 'depan', 'jadikan', 'simpanan', 'kita', 'kalis', 'inflasi', 'bersama', 'publicgold']",<FreqDist with 28 samples and 31 outcomes>,"['terbaik', 'yb', 'rakyat', 'rindukan', 'yb', 'mudah', 'approach', 'rakyat', 'marhaen', 'sewtu', 'dengaya', 'jom', 'siapkan', 'menghadapi', 'kegawatan', 'ekonomii', 'jadikan', 'simpanan', 'kalis', 'inflasi', 'publicgold']","['terbaik', 'yb', 'rakyat', 'rindukan', 'yb', 'mudah', 'approach', 'rakyat', 'marhaen', 'sewtu', 'dengaya', 'jom', 'siapkan', 'menghadapi', 'kegawatan', 'ekonomii', 'jadikan', 'simpanan', 'kalis', 'inflasi', 'publicgold']","['baik', 'yb', 'rakyat', 'rindu', 'yb', 'mudah', 'approach', 'rakyat', 'marhaen', 'sewtu', 'dengaya', 'jom', 'siap', 'hadap', 'gawat', 'ekonomi', 'jadi', 'simpan', 'kalis', 'inflasi', 'publicgold']"
bisa cek di sini deh,netral,bisa cek di sini deh,bisa cek di sini deh,"['bisa', 'cek', 'di', 'sini', 'deh']",<FreqDist with 5 samples and 5 outcomes>,"['cek', 'deh']","['cek', 'deh']","['cek', 'deh']"
ayo investasi kripto,netral,ayo investasi kripto,ayo investasi kripto,"['ayo', 'investasi', 'kripto']",<FreqDist with 3 samples and 3 outcomes>,"['investasi', 'kripto']","['investasi', 'kripto']","['investasi', 'kripto']"
kegiatan gemarikan mu mendorong kemajuan ekonomii umkm dan menekan inflasi,netral,kegiatan gemarikan mu mendorong kemajuan ekonomii umkm dan menekan inflasi,kegiatan gemarikan mu mendorong kemajuan ekonomii umkm dan menekan inflasi,"['kegiatan', 'gemarikan', 'mu', 'mendorong', 'kemajuan', 'ekonomii', 'umkm', 'dan', 'menekan', 'inflasi']",<FreqDist with 10 samples and 10 outcomes>,"['kegiatan', 'gemarikan', 'mu', 'mendorong', 'kemajuan', 'ekonomii', 'umkm', 'menekan', 'inflasi']","['kegiatan', 'gemarikan', 'mu', 'mendorong', 'kemajuan', 'ekonomii', 'umkm', 'menekan', 'inflasi']","['giat', 'gari', 'mu', 'dorong', 'maju', 'ekonomi', 'umkm', 'tekan', 'inflasi']"
indeks data inflasi month to month angka positif bps rilis tingkat inflasi oktober,netral,indeks data inflasi month to month angka positif bps rilis tingkat inflasi oktober,indeks data inflasi month to month angka positif bps rilis tingkat inflasi oktober,"['indeks', 'data', 'inflasi', 'month', 'to', 'month', 'angka', 'positif', 'bps', 'rilis', 'tingkat', 'inflasi', 'oktober']",<FreqDist with 11 samples and 13 outcomes>,"['indeks', 'data', 'inflasi', 'month', 'month', 'angka', 'positif', 'bps', 'rilis', 'tingkat', 'inflasi', 'oktober']","['indeks', 'data', 'inflasi', 'month', 'month', 'angka', 'positif', 'bps', 'rilis', 'tingkat', 'inflasi', 'oktober']","['indeks', 'data', 'inflasi', 'month', 'month', 'angka', 'positif', 'bps', 'rilis', 'tingkat', 'inflasi', 'oktober']"
mendengar bank bri langsung terpikir bank yang ada di pedesaan di pasar kredit usaha rakyat begitu yang terlintas di ben ku guys,netral,mendengar bank bri langsung terpikir bank yang ada di pedesaan di pasar kredit usaha rakyat begitu yang terlintas di ben ku guys,mendengar bank bri langsung terpikir bank yang ada di pedesaan di pasar kredit usaha rakyat begitu yang terlintas di ben ku guys,"['mendengar', 'bank', 'bri', 'langsung', 'terpikir', 'bank', 'yang', 'ada', 'di', 'pedesaan', 'di', 'pasar', 'kredit', 'usaha', 'rakyat', 'begitu', 'yang', 'terlintas', 'di', 'ben', 'ku', 'guys']",<FreqDist with 18 samples and 22 outcomes>,"['mendengar', 'bank', 'bri', 'langsung', 'terpikir', 'bank', 'pedesaan', 'pasar', 'kredit', 'usaha', 'rakyat', 'terlintas', 'ben', 'ku']","['mendengar', 'bank', 'bri', 'langsung', 'terpikir', 'bank', 'pedesaan', 'pasar', 'kredit', 'usaha', 'rakyat', 'terlintas', 'ben', 'ku']","['dengar', 'bank', 'bri', 'langsung', 'pikir', 'bank', 'desa', 'pasar', 'kredit', 'usaha', 'rakyat', 'lintas', 'ben', 'ku']"
batu bara bbm inflasi,netral,batu bara bbm inflasi,batu bara bbm inflasi,"['batu', 'bara', 'bbm', 'inflasi']",<FreqDist with 4 samples and 4 outcomes>,"['batu', 'bara', 'bbm', 'inflasi']","['batu', 'bara', 'bbm', 'inflasi']","['batu', 'bara', 'bbm', 'inflasi']"
thread nbany banget transformasi dan strategi dari bri sim nih utas,netral,thread nbany banget transformasi dan strategi dari bri sim nih utas,thread nbany banget transformasi dan strategi dari bri sim nih utas,"['thread', 'nbany', 'banget', 'transformasi', 'dan', 'strategi', 'dari', 'bri', 'sim', 'nih', 'utas']",<FreqDist with 11 samples and 11 outcomes>,"['thread', 'nbany', 'banget', 'transformasi', 'strategi', 'bri', 'sim', 'utas']","['thread', 'nbany', 'banget', 'transformasi', 'strategi', 'bri', 'sim', 'utas']","['thread', 'nbany', 'banget', 'transformasi', 'strategi', 'bri', 'sim', 'utas']"
hai gais malming kemana ni yuk yg lagi free mir dulu bentar  punya info menarik nih yuk cuss,netral,hai gais malming kemana ni yuk yg lagi free mir dulu bentar  punya info menarik nih yuk cuss,hai gais malming kemana ni yuk yg lagi free mir dulu bentar punya info menarik nih yuk cuss,"['hai', 'gais', 'malming', 'kemana', 'ni', 'yuk', 'yg', 'lagi', 'free', 'mir', 'dulu', 'bentar', 'punya', 'info', 'menarik', 'nih', 'yuk', 'cuss']",<FreqDist with 17 samples and 18 outcomes>,"['gais', 'malming', 'kemana', 'free', 'mir', 'bentar', 'info', 'menarik']","['gais', 'malming', 'kemana', 'free', 'mir', 'bentar', 'info', 'menarik']","['gais', 'malming', 'mana', 'free', 'mir', 'bentar', 'info', 'tarik']"
sinyal the fed relatif dovish tingkat ekspektasi inflasi as capai puncak stockmarket tradingnews marketnews newsupdate investing financenews ihsg,netral,sinyal the fed relatif dovish tingkat ekspektasi inflasi as capai puncak stockmarket tradingnews marketnews newsupdate investing financenews ihsg,sinyal the fed relatif dovish tingkat ekspektasi inflasi as capai puncak stockmarket tradingnews marketnews newsupdate investing financenews ihsg,"['sinyal', 'the', 'fed', 'relatif', 'dovish', 'tingkat', 'ekspektasi', 'inflasi', 'as', 'capai', 'puncak', 'stockmarket', 'tradingnews', 'marketnews', 'newsupdate', 'investing', 'financenews', 'ihsg']",<FreqDist with 18 samples and 18 outcomes>,"['sinyal', 'the', 'fed', 'relatif', 'dovish', 'tingkat', 'ekspektasi', 'inflasi', 'as', 'capai', 'puncak', 'stockmarket', 'tradingnews', 'marketnews', 'newsupdate', 'investing', 'financenews', 'ihsg']","['sinyal', 'the', 'fed', 'relatif', 'dovish', 'tingkat', 'ekspektasi', 'inflasi', 'as', 'capai', 'puncak', 'stockmarket', 'tradingnews', 'marketnews', 'newsupdate', 'investing', 'financenews', 'ihsg']","['sinyal', 'the', 'fed', 'relatif', 'dovish', 'tingkat', 'ekspektasi', 'inflasi', 'as', 'capai', 'puncak', 'stockmarket', 'tradingnews', 'marketnews', 'newsupdate', 'investing', 'financenews', 'ihsg']"
boleh tengok history data lepas nov ringgit terus naik berbanding usd semuanya berpunca dari pengumuman data inflasi,netral,boleh tengok history data lepas nov ringgit terus naik berbanding usd semuanya berpunca dari pengumuman data inflasi,boleh tengok history data lepas nov ringgit terus naik berbanding usd semuanya berpunca dari pengumuman data inflasi,"['boleh', 'tengok', 'history', 'data', 'lepas', 'nov', 'ringgit', 'terus', 'naik', 'berbanding', 'usd', 'semuanya', 'berpunca', 'dari', 'pengumuman', 'data', 'inflasi']",<FreqDist with 16 samples and 17 outcomes>,"['tengok', 'history', 'data', 'lepas', 'nov', 'ringgit', 'berbanding', 'usd', 'berpunca', 'pengumuman', 'data', 'inflasi']","['tengok', 'history', 'data', 'lepas', 'nov', 'ringgit', 'berbanding', 'usd', 'berpunca', 'pengumuman', 'data', 'inflasi']","['tengok', 'history', 'data', 'lepas', 'nov', 'ringgit', 'banding', 'usd', 'punca', 'umum', 'data', 'inflasi']"
menipu je semua orang belanja keperluan hidup ada ramai je ya,netral,menipu je semua orang belanja keperluan hidup ada ramai je ya,menipu je semua orang belanja keperluan hidup ada ramai je ya,"['menipu', 'je', 'semua', 'orang', 'belanja', 'keperluan', 'hidup', 'ada', 'ramai', 'je', 'ya']",<FreqDist with 10 samples and 11 outcomes>,"['menipu', 'je', 'orang', 'belanja', 'keperluan', 'hidup', 'ramai', 'je']","['menipu', 'je', 'orang', 'belanja', 'keperluan', 'hidup', 'ramai', 'je']","['tipu', 'je', 'orang', 'belanja', 'perlu', 'hidup', 'ramai', 'je']"
hari ini mau bahas bri yg udh bantu umkm tetep berkembang di tengah inflasi  thread,netral,hari ini mau bahas bri yg udh bantu umkm tetep berkembang di tengah inflasi  thread,hari ini mau bahas bri yg udh bantu umkm tetep berkembang di tengah inflasi thread,"['hari', 'ini', 'mau', 'bahas', 'bri', 'yg', 'udh', 'bantu', 'umkm', 'tetep', 'berkembang', 'di', 'tengah', 'inflasi', 'thread']",<FreqDist with 15 samples and 15 outcomes>,"['bahas', 'bri', 'udh', 'bantu', 'umkm', 'tetep', 'berkembang', 'inflasi', 'thread']","['bahas', 'bri', 'sudah', 'bantu', 'umkm', 'tetep', 'berkembang', 'inflasi', 'thread']","['bahas', 'bri', 'sudah', 'bantu', 'umkm', 'tetep', 'kembang', 'inflasi', 'thread']"
salah satu sebab utama aku nk dsai naik pm sebab ni lasedih tau tak tgk orang lain struggle gila nak hidup yg kaya,netral,salah satu sebab utama aku nk dsai naik pm sebab ni lasedih tau tak tgk orang lain struggle gila nak hidup yg kaya,salah satu sebab utama aku nk dsai naik pm sebab ni lasedih tau tak tgk orang lain struggle gila nak hidup yg kaya,"['salah', 'satu', 'sebab', 'utama', 'aku', 'nk', 'dsai', 'naik', 'pm', 'sebab', 'ni', 'lasedih', 'tau', 'tak', 'tgk', 'orang', 'lain', 'struggle', 'gila', 'nak', 'hidup', 'yg', 'kaya']",<FreqDist with 22 samples and 23 outcomes>,"['salah', 'utama', 'nk', 'dsai', 'pm', 'lasedih', 'tgk', 'orang', 'struggle', 'gila', 'nak', 'hidup', 'kaya']","['salah', 'utama', 'nk', 'dsai', 'pm', 'lasedih', 'tgk', 'orang', 'struggle', 'gila', 'nak', 'hidup', 'kaya']","['salah', 'utama', 'nk', 'dsai', 'pm', 'lasedih', 'tgk', 'orang', 'struggle', 'gila', 'nak', 'hidup', 'kaya']"
die ngwrti gak sih kelebihan bayar bahwa kalau daerah yang,netral,die ngwrti gak sih kelebihan bayar bahwa kalau daerah yang,die ngwrti gak sih kelebihan bayar bahwa kalau daerah yang,"['die', 'ngwrti', 'gak', 'sih', 'kelebihan', 'bayar', 'bahwa', 'kalau', 'daerah', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['die', 'ngwrti', 'kelebihan', 'bayar', 'daerah']","['die', 'ngwrti', 'kelebihan', 'bayar', 'daerah']","['die', 'ngwrti', 'lebih', 'bayar', 'daerah']"
ngasi indeks bisnis umkm bri ternyata bisnis umkm tumbuh naik,netral,ngasi indeks bisnis umkm bri ternyata bisnis umkm tumbuh naik,ngasi indeks bisnis umkm bri ternyata bisnis umkm tumbuh naik,"['ngasi', 'indeks', 'bisnis', 'umkm', 'bri', 'ternyata', 'bisnis', 'umkm', 'tumbuh', 'naik']",<FreqDist with 8 samples and 10 outcomes>,"['ngasi', 'indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh']","['ngasi', 'indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh']","['ngasi', 'indeks', 'bisnis', 'umkm', 'bri', 'bisnis', 'umkm', 'tumbuh']"
yang harus di ketahui umkm memiliki multiplier effect yang kuat terhadap perekonomiian indonesia bri akan terus,netral,yang harus di ketahui umkm memiliki multiplier effect yang kuat terhadap perekonomiian indonesia bri akan terus,yang harus di ketahui umkm memiliki multiplier effect yang kuat terhadap perekonomiian indonesia bri akan terus,"['yang', 'harus', 'di', 'ketahui', 'umkm', 'memiliki', 'multiplier', 'effect', 'yang', 'kuat', 'terhadap', 'perekonomiian', 'indonesia', 'bri', 'akan', 'terus']",<FreqDist with 15 samples and 16 outcomes>,"['ketahui', 'umkm', 'memiliki', 'multiplier', 'effect', 'kuat', 'perekonomiian', 'indonesia', 'bri']","['ketahui', 'umkm', 'memiliki', 'multiplier', 'effect', 'kuat', 'perekonomiian', 'indonesia', 'bri']","['tahu', 'umkm', 'milik', 'multiplier', 'effect', 'kuat', 'perekonomiian', 'indonesia', 'bri']"
rangkum ekonomii materi indeks harga inflasi kelas,netral,rangkum ekonomii materi indeks harga inflasi kelas,rangkum ekonomii materi indeks harga inflasi kelas,"['rangkum', 'ekonomii', 'materi', 'indeks', 'harga', 'inflasi', 'kelas']",<FreqDist with 7 samples and 7 outcomes>,"['rangkum', 'ekonomii', 'materi', 'indeks', 'harga', 'inflasi', 'kelas']","['rangkum', 'ekonomii', 'materi', 'indeks', 'harga', 'inflasi', 'kelas']","['rangkum', 'ekonomi', 'materi', 'indeks', 'harga', 'inflasi', 'kelas']"
udah baca berita ini belum guys bisnis umkm tetap tumbuh di tengah kenaikan inflasi kalian boleh baca diutas ini atau,netral,udah baca berita ini belum guys bisnis umkm tetap tumbuh di tengah kenaikan inflasi kalian boleh baca diutas ini atau,udah baca berita ini belum guys bisnis umkm tetap tumbuh di tengah kenaikan inflasi kalian boleh baca diutas ini atau,"['udah', 'baca', 'berita', 'ini', 'belum', 'guys', 'bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi', 'kalian', 'boleh', 'baca', 'diutas', 'ini', 'atau']",<FreqDist with 18 samples and 20 outcomes>,"['udah', 'baca', 'berita', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'baca', 'diutas']","['sudah', 'baca', 'berita', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'baca', 'diutas']","['sudah', 'baca', 'berita', 'bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi', 'baca', 'utas']"
tolong simpan teori hir zaman utk kaum kamu je t yah psa ke atas kaum lain inflasi wujud sejarah sistem matawang diperkenan di dunia ,netral,tolong simpan teori hir zaman utk kaum kamu je t yah psa ke atas kaum lain inflasi wujud sejarah sistem matawang diperkenan di dunia ,tolong simpan teori hir zaman utk kaum kamu je yah psa ke atas kaum lain inflasi wujud sejarah sistem matawang diperkenan di dunia,"['tolong', 'simpan', 'teori', 'hir', 'zaman', 'utk', 'kaum', 'kamu', 'je', 'yah', 'psa', 'ke', 'atas', 'kaum', 'lain', 'inflasi', 'wujud', 'sejarah', 'sistem', 'matawang', 'diperkenan', 'di', 'dunia']",<FreqDist with 22 samples and 23 outcomes>,"['tolong', 'simpan', 'teori', 'hir', 'zaman', 'kaum', 'je', 'psa', 'kaum', 'inflasi', 'wujud', 'sejarah', 'sistem', 'matawang', 'diperkenan', 'dunia']","['tolong', 'simpan', 'teori', 'hir', 'zaman', 'kaum', 'je', 'psa', 'kaum', 'inflasi', 'wujud', 'sejarah', 'sistem', 'matawang', 'diperkenan', 'dunia']","['tolong', 'simpan', 'teori', 'hir', 'zaman', 'kaum', 'je', 'psa', 'kaum', 'inflasi', 'wujud', 'sejarah', 'sistem', 'matawang', 'ken', 'dunia']"
sehat untuk juang receh sarap makan siang,netral,sehat untuk juang receh sarap makan siang,sehat untuk juang receh sarap makan siang,"['sehat', 'untuk', 'juang', 'receh', 'sarap', 'makan', 'siang']",<FreqDist with 7 samples and 7 outcomes>,"['sehat', 'juang', 'receh', 'sarap', 'makan', 'siang']","['sehat', 'juang', 'receh', 'sarap', 'makan', 'siang']","['sehat', 'juang', 'receh', 'sarap', 'makan', 'siang']"
